League,Year,position,team,matches,pts,xG,xGA,ppda_coef,oppda_coef,deep,deep_allowed
La_liga,2016,8,Espanyol,38,56,32.5531964,38.34797899999999,11.62152118436746,8.024812780117776,117,254
La_liga,2016,9,Alaves,38,55,42.60110549999998,43.968918,12.401874814323945,7.920983068531751,110,248
La_liga,2016,10,Eibar,38,54,42.98034800000001,45.1701273,7.8213999262240765,9.458058160776154,157,218
La_liga,2016,11,Malaga,38,46,40.369334,47.34811859999999,8.766319809540018,8.537794224195338,167,198
La_liga,2016,12,Valencia,38,46,50.33957299999999,50.961089300000005,9.849351042189191,8.670477773416385,174,230
La_liga,2016,13,Celta Vigo,38,45,40.48075299999999,55.97525799999999,8.830990180312298,10.243297927267026,206,241
La_liga,2016,14,Las Palmas,38,39,40.79691400000001,58.39414600000001,10.230977404818498,10.034511758172991,270,211
La_liga,2016,15,Real Betis,38,39,35.715405,48.26806599999999,9.142622111885323,8.284595438721025,181,217
La_liga,2016,16,Deportivo La Coruna,38,36,40.99535209999999,48.60422199999999,10.113410391439748,8.90967485577662,103,232
La_liga,2016,17,Leganes,38,35,33.1895923,46.3858863,9.207090662466864,7.526390223398837,165,164
La_liga,2016,18,Sporting Gijon,38,31,36.354798,64.43206899999998,9.532080707223518,7.762877161177519,201,247
La_liga,2016,19,Osasuna,38,22,33.12960600000001,64.82491300000001,11.472048212234006,6.877610706940522,136,270
La_liga,2016,20,Granada,38,20,29.686114199999995,74.02516999999999,12.012297570052391,8.256404423687089,113,307
La_liga,2017,1,Barcelona,38,93,90.48675199999995,41.62082,9.10988260533254,13.939373439479969,528,188
La_liga,2017,2,Atletico Madrid,38,79,50.29048,35.483819999999994,10.56997071624339,9.87349128092797,257,233
La_liga,2017,3,Real Madrid,38,76,91.28737,45.097867999999984,9.30338211909132,13.999744400887844,453,188
La_liga,2017,4,Valencia,38,73,57.76337360000001,47.890202,10.62150545054771,8.630357941487558,234,250
La_liga,2017,5,Villarreal,38,61,55.669446,54.236571000000005,9.649503439793085,11.54065914189152,230,257
La_liga,2017,6,Real Betis,38,60,46.715464,49.7602212,9.809805688256075,12.713700427579646,183,236
La_liga,2017,7,Sevilla,38,58,61.491078000000016,54.032522,9.087484049432916,11.414897329838332,350,233
La_liga,2017,8,Getafe,38,55,49.029457,39.6481411,9.517908178234672,5.579030861649312,189,208
La_liga,2017,9,Eibar,38,51,41.42352,45.53158100000002,7.367009279838197,12.008982722435068,149,168
La_liga,2017,10,Girona,38,51,52.098753000000016,51.60399700000001,9.570753075196418,8.705767451709619,137,236
La_liga,2017,11,Celta Vigo,38,49,54.59000819999999,57.683858,10.474937577601754,11.510223269126156,250,274
La_liga,2017,12,Espanyol,38,49,41.576662000000006,53.371869,10.87813887604705,9.337775531243617,175,219
La_liga,2017,13,Real Sociedad,38,49,56.348762000000015,51.13120399999997,9.64014974244781,12.743521584429892,243,195
La_liga,2017,14,Alaves,38,47,37.879523000000006,58.200749,11.997596010452453,6.875615653453491,134,277
La_liga,2017,15,Levante,38,46,44.202161,65.115931,12.536207618084712,7.648646963468272,179,283
La_liga,2017,16,Athletic Club,38,43,51.785618,50.70784199999999,8.78152695975603,10.213549707871776,208,204
La_liga,2017,17,Leganes,38,43,39.25696089999999,48.7653586,10.806508218307195,7.30629108041208,145,186
La_liga,2017,18,Deportivo La Coruna,38,29,49.775169,60.873909000000005,11.097662584368916,9.285734990706654,217,277
La_liga,2017,19,Las Palmas,38,22,37.87521519999999,74.42937100000002,9.145376239279278,8.97190284321009,215,230
La_liga,2017,20,Malaga,38,20,35.876437,60.23637499999997,10.538918104914003,8.20495991141666,122,256
La_liga,2018,1,Barcelona,38,87,83.279534,44.93094999999999,9.015263901517136,16.404884844687324,417,171
La_liga,2018,2,Atletico Madrid,38,76,51.872324000000006,41.434059000000005,11.066204538602875,11.10477810643612,252,190
La_liga,2018,3,Real Madrid,38,68,68.654773,48.67575300000001,8.896578362734848,14.782500589542504,341,168
La_liga,2018,4,Valencia,38,61,61.88494899999998,42.854367,12.964657587277864,9.47400670587032,278,215
La_liga,2018,5,Sevilla,38,59,69.16230599999999,46.71073199999999,10.65203081464584,10.020620488210044,321,211
La_liga,2018,6,Getafe,38,59,47.034178,44.226041,8.7669032978593,5.700771442750935,186,196
La_liga,2018,7,Espanyol,38,53,50.15734599999999,54.61608600000002,9.856488791776902,9.819171281248202,241,241
La_liga,2018,8,Athletic Club,38,53,44.441324,47.15881799999999,8.304491872691997,11.302557686903404,221,185
La_liga,2018,9,Real Sociedad,38,50,47.987101,48.09444,9.943556360727678,9.488771035326913,194,208
La_liga,2018,10,Alaves,38,50,40.87301300000001,54.53208800000001,11.228230078782056,7.096709822691347,129,270
La_liga,2018,11,Real Betis,38,50,51.677425,53.54473199999999,9.316620850951312,12.38168493475522,241,220
La_liga,2018,12,Eibar,38,47,56.63360599999999,47.884205,7.067694653568081,11.224323961604387,235,177
La_liga,2018,13,Leganes,38,45,41.24928400000001,43.936601,12.471570785777809,9.964576074877924,155,190
La_liga,2018,14,Levante,38,44,54.08891299999999,78.86325499999998,10.581995110215344,7.043106727634993,206,295
La_liga,2018,15,Villarreal,38,44,54.79973999999998,56.11814799999999,11.152921069614612,11.173710155519863,232,263
La_liga,2018,16,Celta Vigo,38,41,48.699852000000014,63.4295,10.772791434260554,11.755188285583776,195,248
La_liga,2018,17,Real Valladolid,38,41,41.64154699999998,57.647325,11.450773336203998,9.834414454214562,139,243
La_liga,2018,18,Girona,38,37,42.986638000000006,55.334056,11.3904531125528,9.8565446351714,177,261
La_liga,2018,19,SD Huesca,38,33,51.37756899999998,63.425214,10.221756055844525,8.701259696940419,171,259
La_liga,2018,20,Rayo Vallecano,38,32,47.233183,62.318235,9.531583380516215,7.522984466152092,133,253
La_liga,2019,1,Real Madrid,38,87,72.15721800000003,33.146266,9.262201903346336,14.476896911683774,334,127
La_liga,2019,2,Barcelona,38,82,72.00944899999999,37.82394900000001,8.256988359112638,17.96159753017072,440,146
La_liga,2019,3,Sevilla,38,70,55.15550600000001,36.61730099999999,8.411132881656778,12.64235712018878,238,148
La_liga,2019,4,Atletico Madrid,38,70,58.700963,31.515192,9.686664573924112,10.994450336769818,264,162
La_liga,2019,5,Villarreal,38,60,65.60650100000001,48.589865,10.900010043110614,12.067332101309583,218,228
La_liga,2019,6,Real Sociedad,38,56,50.915671,41.885105,8.649489058298103,11.924640540762098,231,192
La_liga,2019,7,Granada,38,56,45.02140700000001,43.439237,10.176947001763748,7.772831901195273,135,197
La_liga,2019,8,Getafe,38,54,45.191234,43.0233834,7.005995471558769,6.302144663485731,176,119
La_liga,2019,9,Valencia,38,53,45.576255,59.073642,14.086310827191369,10.54327310681492,217,262
La_liga,2019,10,Osasuna,38,52,49.038488,49.580451,9.09790807709116,8.50695229418231,197,191
La_liga,2019,11,Athletic Club,38,51,42.095595,52.419298,9.713230736697202,10.22501820716951,122,205
La_liga,2019,12,Levante,38,49,49.427886000000015,64.249355,12.009367239143124,8.825311085972167,177,273
La_liga,2019,13,Real Valladolid,38,42,35.657758,53.937654,12.394396649501951,8.319263140191401,109,226
La_liga,2019,14,Eibar,38,42,42.34516200000001,54.33281600000001,8.973649108251536,9.55497742436619,141,197
La_liga,2019,15,Real Betis,38,41,48.89852799999999,56.303716,10.36279190146081,11.853481466052177,236,216
La_liga,2019,16,Alaves,38,39,38.14706149999999,57.92967600000001,12.210774984466122,7.77015179699216,130,220
La_liga,2019,17,Celta Vigo,38,37,40.441183,44.82971099999998,10.544065583484224,9.694045218604684,188,215
La_liga,2019,18,Leganes,38,36,38.921846,45.62058899999999,10.913983978351656,7.726034426609586,158,166
La_liga,2019,19,Mallorca,38,33,40.456310400000014,65.17030700000001,12.74276576459392,7.619622041754323,131,309
La_liga,2019,20,Espanyol,38,25,37.002815000000005,53.27932349999998,9.44130145852082,10.059594287249787,148,191
EPL,2014,1,Chelsea,38,87,68.64332,31.5243441,10.942027381600568,13.419519874764765,407,171
EPL,2014,2,Manchester City,38,79,75.81544099999999,40.499403,7.982490329660707,15.076978650180658,575,144
EPL,2014,3,Arsenal,38,75,69.80259099999999,35.718825,8.660595632132885,13.254168602983585,398,171
EPL,2014,4,Manchester United,38,70,54.206860000000006,39.84234699999999,7.648714692806585,15.521976787390887,267,194
EPL,2014,5,Tottenham,38,64,52.385284,57.04414800000001,8.000236627612955,11.300693754755406,210,232
EPL,2014,6,Liverpool,38,62,51.69722599999999,38.249721,9.913851388098657,12.121980998480746,306,201
EPL,2014,7,Southampton,38,60,54.965667,39.11352,9.259539710213556,14.879479078026922,270,183
EPL,2014,8,Swansea,38,56,40.90123500000002,55.94297000000001,12.826740899371346,11.455201408936118,156,310
EPL,2014,9,Stoke,38,54,46.260597,47.03066200000001,10.40575295380508,10.601439594262883,195,239
EPL,2014,10,Crystal Palace,38,48,44.756683,45.484365,11.577050645893948,6.582147901642835,180,258
EPL,2014,11,West Ham,38,47,46.687234,57.402133,12.042642603421289,8.433845139416723,217,316
EPL,2014,12,Everton,38,47,44.888185,46.182073,10.43277394405528,11.68267727966666,259,245
EPL,2014,13,West Bromwich Albion,38,44,38.62772909999999,53.748536,13.545803277440628,9.869703280033864,161,283
EPL,2014,14,Leicester,38,41,48.20640099999999,56.392116,10.22930804711766,8.019074496473403,191,287
EPL,2014,15,Newcastle United,38,39,40.221386,51.014275,10.422385092455874,8.840573949187506,175,239
EPL,2014,16,Aston Villa,38,38,33.102671,49.706256,16.38689216801628,11.065618930856424,184,237
EPL,2014,17,Sunderland,38,38,37.446153,51.464371,11.42130085028365,8.129491666829585,153,313
EPL,2014,18,Hull,38,35,32.791033,46.99295699999999,14.345146300011589,10.02113135209263,139,261
EPL,2014,19,Burnley,38,33,39.372649,57.88885599999999,11.460925785093936,9.979095624616528,218,258
EPL,2014,20,Queens Park Rangers,38,30,45.72609100000002,65.262558,10.341797302694657,7.591177261189004,179,298
EPL,2015,1,Leicester,38,81,68.416034,45.019954000000006,10.099470860074694,8.602384307326625,217,275
EPL,2015,2,Arsenal,38,71,73.530928,33.8574794,8.785488141260954,12.218744440189766,467,192
EPL,2015,3,Tottenham,38,70,63.41936200000001,37.08092899999999,6.677874617248266,11.690425452837244,255,182
EPL,2015,4,Manchester United,38,66,45.42421100000001,39.655822000000015,8.065414944805765,12.422403298662497,272,198
EPL,2015,5,Manchester City,38,66,66.19736,37.469231,8.187992646860565,13.828686092184109,379,149
EPL,2015,6,Southampton,38,63,56.201605,44.29160900000001,9.649278779400706,12.6290545638685,276,194
EPL,2015,7,West Ham,38,62,54.40056700000002,55.47865699999998,9.667072249799231,9.468405177828751,212,260
EPL,2015,8,Liverpool,38,60,54.365662000000015,37.8828599,7.915810659939249,11.826111301753327,373,158
EPL,2015,9,Stoke,38,51,42.626573,54.34991700000001,10.781819212366424,10.23129191411545,179,257
EPL,2015,10,Chelsea,38,50,54.47971900000001,44.626242,9.182035044199774,10.728803005062735,354,194
EPL,2015,11,Swansea,38,47,39.958642,53.634229000000026,10.461628263140213,11.532582681920484,188,254
EPL,2015,12,Everton,38,47,53.98107190000001,54.74880399999999,12.466180236401303,10.7795568775798,256,304
EPL,2015,13,Watford,38,45,43.19963699999998,51.851501,9.863686054034366,8.335105366131378,193,241
EPL,2015,14,West Bromwich Albion,38,43,39.7528703,51.93684600000001,12.340651837171295,7.945136041517219,168,256
EPL,2015,15,Crystal Palace,38,42,42.50767000000001,52.93888400000001,9.32510323603558,8.56500717089333,161,306
EPL,2015,16,Bournemouth,38,42,38.705838,53.96870899999999,9.578405587566191,10.792962965632038,199,216
EPL,2015,17,Sunderland,38,39,40.51717199999999,58.85022230000001,12.603121508943918,8.205901061170623,188,312
EPL,2015,18,Newcastle United,38,37,37.605660400000005,55.4230604,12.389467657408057,8.027511230933117,154,294
EPL,2015,19,Norwich,38,34,39.187494,58.930607,12.998479691003196,9.060642139166244,182,267
EPL,2015,20,Aston Villa,38,17,26.527059399999995,59.009573,13.835949475203492,7.984215614090003,136,300
EPL,2016,1,Chelsea,38,93,61.796887,28.6189194,11.768276327802845,11.874985897007225,435,150
EPL,2016,2,Tottenham,38,86,70.065979,33.7819329,7.804758281218535,12.262617801087472,300,182
EPL,2016,3,Manchester City,38,78,79.851438,29.607516,6.768413985743822,15.409429868572872,441,131
EPL,2016,4,Liverpool,38,76,66.63255800000002,37.6523285,7.601823852170674,16.302048314044153,446,134
EPL,2016,5,Arsenal,38,75,63.58125699999999,47.071277,8.525239872267852,14.459881826754543,478,199
EPL,2016,6,Manchester United,38,69,57.571359,31.623915,9.507941717022774,13.370097789516432,334,177
EPL,2016,7,Everton,38,61,49.6324541,45.78298399999999,10.6987001455215,10.983423180489387,197,261
EPL,2016,8,Bournemouth,38,46,50.01613400000001,62.992387,11.254612553362756,9.899497946879212,244,321
EPL,2016,9,Southampton,38,46,49.9841215,43.08468100000001,9.17566270127496,13.68754797751058,249,256
EPL,2016,10,West Ham,38,45,48.245556000000015,59.67157099999998,11.68473426866296,10.386478946133533,166,297
EPL,2016,11,West Bromwich Albion,38,45,38.213618,47.90015100000001,15.879628540187444,7.496460216332622,133,275
EPL,2016,12,Stoke,38,44,47.87402199999998,48.66872600000001,13.07066702510248,8.701834707990859,217,253
EPL,2016,13,Leicester,38,44,44.34083300000001,51.304373000000005,12.374472273759077,8.763966050369527,196,279
EPL,2016,14,Crystal Palace,38,41,45.40267000000001,50.031654,9.697307678169034,8.006623519259065,204,297
EPL,2016,15,Swansea,38,41,39.49954290000001,65.129661,13.40370431253531,11.5116687638355,161,308
EPL,2016,16,Watford,38,40,36.25455790000001,52.61801400000001,10.864119327607108,9.455931084551525,171,240
EPL,2016,17,Burnley,38,40,35.591733999999995,55.26861699999999,12.89413708985428,10.13592588789958,174,290
EPL,2016,18,Hull,38,34,33.839492,71.77442400000001,15.813960681977466,10.911178505009676,160,326
EPL,2016,19,Middlesbrough,38,28,30.930126300000005,55.3013599,11.045008255649469,10.884778386388088,144,320
EPL,2016,20,Sunderland,38,24,34.22368,65.66352800000001,13.279815413641384,8.608607633899872,180,334
EPL,2017,1,Manchester City,38,100,91.43414500000002,24.511917699999994,6.707812141991568,28.897068288668997,541,96
EPL,2017,2,Manchester United,38,81,59.043412,43.540152000000006,10.565642595295738,14.153926099562703,319,243
EPL,2017,3,Tottenham,38,77,68.91189399999999,35.859433,8.046219158880145,17.19392017025325,339,162
EPL,2017,4,Liverpool,38,75,77.48511899999998,35.751620700000004,10.410387517267775,23.561771163978104,436,148
EPL,2017,5,Chelsea,38,70,59.160689000000005,34.034713700000005,14.886178192640998,14.09810990453578,373,220
EPL,2017,6,Arsenal,38,63,72.269335,48.745316,9.584708914993932,17.635081011039908,488,203
EPL,2017,7,Burnley,38,54,32.771712,52.156891,14.797303188875771,10.584040244023258,162,305
EPL,2017,8,Everton,38,49,43.70751099999999,55.495772,10.952973629356514,11.010696879919056,185,297
EPL,2017,9,Leicester,38,47,50.28871369999999,49.35872299999999,12.774865694759631,10.123776059035317,183,268
EPL,2017,10,Crystal Palace,38,44,56.749704,53.53526900000001,12.478397437828034,8.617741525018115,247,269
EPL,2017,11,Bournemouth,38,44,39.99186,64.93248999999999,17.059263015965545,9.736076132665064,245,339
EPL,2017,12,Newcastle United,38,44,44.62560799999999,52.472364000000006,14.17395270888467,8.83467527079099,171,287
EPL,2017,13,West Ham,38,42,36.80133,58.36886899999997,13.536258654487478,8.8375115523566,173,308
EPL,2017,14,Watford,38,41,45.847429,53.981191,11.349030609881249,10.876684192218017,232,237
EPL,2017,15,Brighton,38,40,37.2144165,53.083801,19.517768296666077,12.624331768203335,159,291
EPL,2017,16,Huddersfield,38,37,32.1338432,53.216161,13.613523817938413,10.9018302153819,125,251
EPL,2017,17,Southampton,38,36,41.88014700000001,46.555427,10.136473716762742,12.386475630244922,225,277
EPL,2017,18,Stoke,38,33,36.754259,65.54098400000001,16.877042179664556,8.427139623303823,189,315
EPL,2017,19,Swansea,38,33,29.7130847,61.83360399999999,17.52209764775331,11.987337553582778,148,301
EPL,2017,20,West Bromwich Albion,38,31,35.184401,48.993914,14.579126129001637,9.080831964113832,140,263
EPL,2018,1,Manchester City,38,98,93.720559,25.7326041,8.526163727355268,30.46811259810453,582,135
EPL,2018,2,Liverpool,38,97,79.45754000000001,29.145105000000004,10.959870865746092,22.161375690580364,431,152
EPL,2018,3,Chelsea,38,72,63.968004,38.107687000000006,10.650182661297576,15.995166726004902,376,188
EPL,2018,4,Tottenham,38,71,61.746657000000006,49.146068000000014,9.90848208787457,17.680093699619132,270,202
EPL,2018,5,Arsenal,38,70,64.79537200000001,57.2974875,10.080325377078491,13.944289085235267,400,253
EPL,2018,6,Manchester United,38,66,68.61749799999998,52.30019000000002,11.073851102868892,14.433334468656629,313,268
EPL,2018,7,Wolverhampton Wanderers,38,57,53.05869160000001,42.691294,15.863031190347195,12.292937802483706,184,220
EPL,2018,8,Everton,38,54,53.86613399999999,49.30978990000001,10.259641140308236,10.972068436971488,211,210
EPL,2018,9,West Ham,38,52,47.96052790000002,65.66202299999999,13.315241395849933,10.406222991286182,261,293
EPL,2018,10,Leicester,38,52,52.11415300000001,44.642585,12.790205225969682,11.480872856407972,205,253
EPL,2018,11,Watford,38,50,51.73354600000001,63.291170999999984,12.497500664608388,10.361421707280272,275,264
EPL,2018,12,Crystal Palace,38,49,50.642166,52.804285,15.408263149673392,9.201229984572498,256,261
EPL,2018,13,Newcastle United,38,45,39.9106505,57.545492,14.721739818393583,10.545337655498406,178,305
EPL,2018,14,Bournemouth,38,45,58.812899,62.423162,17.27589757710997,10.7522805188485,280,313
EPL,2018,15,Burnley,38,40,44.7412159,66.12206499999999,14.485418849050816,10.630246321421213,193,315
EPL,2018,16,Southampton,38,39,49.671325,59.27171400000001,12.041886370515885,10.886729318778976,206,300
EPL,2018,17,Brighton,38,36,37.027868,62.462145,15.008271843371109,11.455870375765915,153,321
EPL,2018,18,Cardiff,38,34,41.7697266,66.503167,18.46297272076852,6.019176202017512,143,357
EPL,2018,19,Fulham,38,26,42.621864,73.58661000000001,16.566611432665667,12.02167746126583,171,335
EPL,2018,20,Huddersfield,38,16,29.002263000000003,67.194016,12.825775161703008,11.01288846175696,133,276
EPL,2019,1,Liverpool,38,99,75.19336999999999,39.5728982,8.607605324816856,24.73821177122079,429,145
EPL,2019,2,Manchester City,38,81,102.20523300000004,36.99762900000001,9.314521145844106,25.488707363148187,547,135
EPL,2019,3,Manchester United,38,66,66.186663,38.05916400000001,10.469858442645348,12.809706836989786,290,178
EPL,2019,4,Chelsea,38,66,76.227787,41.0882999,9.688095674534624,16.61028638744759,326,169
EPL,2019,5,Leicester,38,62,61.0171647,47.894043,9.118037457670225,14.196062005440186,293,203
EPL,2019,6,Tottenham,38,59,49.021303,54.12711099999999,12.802596442319034,11.162358645609949,224,264
EPL,2019,7,Wolverhampton Wanderers,38,59,54.223981,37.38927390000001,14.661360314835454,11.554359660360475,172,193
EPL,2019,8,Arsenal,38,56,50.82221799999999,57.25226600000001,12.3676535902978,12.98809383353402,265,253
EPL,2019,9,Burnley,38,54,49.3468938,53.839223,13.252874445668544,10.472002962455784,145,263
EPL,2019,10,Sheffield United,38,54,45.81162100000001,52.04245699999999,15.052348481236344,12.548963064165934,198,231
EPL,2019,11,Southampton,38,52,56.496626000000006,56.592573,8.770105439845212,11.179210807205076,230,249
EPL,2019,12,Everton,38,49,53.710143,49.211622000000006,10.840476016719643,10.87835861384237,203,215
EPL,2019,13,Newcastle United,38,44,36.491737,67.02935099999999,21.89675207429297,7.863314414606842,132,344
EPL,2019,14,Crystal Palace,38,43,34.447955500000006,57.392237,15.315904463470106,8.344128736599938,225,281
EPL,2019,15,Brighton,38,41,47.42406100000001,60.41584899999999,11.49976194050647,13.54768290233092,242,264
EPL,2019,16,West Ham,38,39,49.0691132,68.323322,14.387997071634642,10.82678511549048,217,308
EPL,2019,17,Aston Villa,38,35,45.08898899999999,71.595382,13.377096390596154,8.178343893448428,186,343
EPL,2019,18,Watford,38,34,48.56263699999999,59.528113000000005,13.53182821000348,10.267281506106947,227,259
EPL,2019,19,Bournemouth,38,34,44.6710449,63.29434499999999,14.2407198503319,9.699333656262937,210,326
EPL,2019,20,Norwich,38,21,37.234174900000006,71.60755700000001,14.340708968158872,10.183109569161134,207,345
Bundesliga,2014,1,Bayern Munich,34,79,66.20574520000001,21.9387286,5.7614758836951,25.022717234327683,388,83
Bundesliga,2014,2,Wolfsburg,34,69,58.347731,38.822021000000014,9.13631936895739,10.289876040555049,172,164
Bundesliga,2014,3,Borussia M.Gladbach,34,66,51.74157190000001,36.343299,12.751107875771773,12.783803136490745,221,198
Bundesliga,2014,4,Bayer Leverkusen,34,61,49.155698999999984,34.720386000000005,5.693288707933904,7.347595314513396,246,108
Bundesliga,2014,5,Augsburg,34,49,43.911698,46.659608,7.625899886027387,10.402359973618788,134,221
Bundesliga,2014,6,Schalke 04,34,48,41.25891579999998,46.961703,9.746071669337567,9.689741879912727,161,214
Bundesliga,2014,7,Borussia Dortmund,34,46,53.863501,33.3963487,7.622450445684757,12.6559743877135,292,112
Bundesliga,2014,8,Hoffenheim,34,44,49.963057,49.99786199999999,7.030917729693938,8.808023630694004,207,206
Bundesliga,2014,9,Werder Bremen,34,43,42.673755,52.3792689,9.028959986050252,5.9829699640699845,182,236
Bundesliga,2014,10,Eintracht Frankfurt,34,43,47.36971650000002,55.039228,8.22241461869894,7.948487840765021,185,227
Bundesliga,2014,11,FC Cologne,34,40,32.224092,40.519773999999984,18.076290506348496,9.735606569605444,137,230
Bundesliga,2014,12,Mainz 05,34,40,43.912293000000005,48.10898,10.26083434463899,8.519456535546915,183,196
Bundesliga,2014,13,Hannover 96,34,37,36.429044,46.284096,10.85471880199048,9.148241890408237,179,198
Bundesliga,2014,14,VfB Stuttgart,34,36,45.639776,48.09999220000002,10.032086009031053,9.610371741570413,143,201
Bundesliga,2014,15,Hamburger SV,34,35,32.859179000000005,55.829407,8.40563758863915,7.317976731944661,138,185
Bundesliga,2014,16,Hertha Berlin,34,35,32.65643190000001,46.198192500000005,11.58538937468333,6.815630553897546,96,196
Bundesliga,2014,17,Freiburg,34,34,38.6880206,45.91067699999999,13.47694860201456,8.307599284306656,229,232
Bundesliga,2014,18,Paderborn,34,31,36.079765,55.77042,11.71960790283736,6.6439865920936585,147,233
Bundesliga,2015,1,Bayern Munich,34,88,77.04149699999999,20.7943774,6.563204860159041,23.119248575337444,353,103
Bundesliga,2015,2,Borussia Dortmund,34,78,83.41023800000002,29.177493100000003,7.698881525654754,18.386425349878408,387,126
